"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","text.1","score","very.pos","very.neg","text.2","anger","disgust","fear","joy","sadness","surprise","emotion","pos","neg","pos_neg","polarity"
"2475","@jason1566 Jason, we're sorry to hear you're having trouble. Would you please give the @AllyCare team a call at 1-877-247-ALLY (2559)?",FALSE,0,"jason1566","2015-01-27 20:55:24",FALSE,560098489175011328,560179286146297856,18081620,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>","AllyBank",0,FALSE,FALSE,NA,NA,"@jason1566 Jason, we're sorry to hear you're having trouble. Would you please give the @AllyCare team a call at 1-877-247-ALLY (2559)?",-2,0,1," jason were sorry to hear youre having trouble would you please give the  team a call at 1877247ally 2559","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","7.34083555412328","2.78695866252273","joy","17.9196623384892","26.8423564950873","0.667589015210675","negative"
"2477","@jivandave We're sharing this with our @AllyCare team! We appreciate the comment.",FALSE,0,"jivandave","2015-01-21 20:05:13",FALSE,557920589613387776,557992330247294976,23404395,"<a href=""http://www.spredfast.com"" rel=""nofollow"">Spredfast</a>","AllyBank",0,FALSE,FALSE,NA,NA,"@jivandave We're sharing this with our @AllyCare team! We appreciate the comment.",1,0,0," were sharing this with our  team we appreciate the comment","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","9.47547003995745","0.445453222112551","21.2715265477714","positive"
