"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","text.1","score","very.pos","very.neg","text.2","anger","disgust","fear","joy","sadness","surprise","emotion","pos","neg","pos_neg","polarity"
"20882","@EverBankHelp  anything else exciting coming?",FALSE,0,"EverBankHelp","2015-01-11 07:25:10",FALSE,553572947508879360,553573201004224512,294016991,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amyers",0,FALSE,FALSE,NA,NA,"@EverBankHelp  anything else exciting coming?",1,0,0,"  anything else exciting coming","1.46871776464786","3.09234031207392","2.06783599555953","7.34083555412328","1.7277074477352","2.78695866252273","joy","9.47547003995745","0.445453222112551","21.2715265477714","positive"
"20883","@EverBankHelp any update on Chip &amp; Pin for 2015?",FALSE,0,"EverBankHelp","2015-01-11 06:55:50",FALSE,527152488143929344,553565816814583808,294016991,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","amyers",0,FALSE,FALSE,NA,NA,"@EverBankHelp any update on Chip &amp; Pin for 2015?",0,0,0," any update on chip amp pin for 2015","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
