"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","text.1","score","very.pos","very.neg","text.2","anger","disgust","fear","joy","sadness","surprise","emotion","pos","neg","pos_neg","polarity"
"7156","how is it in a digital era that it still takes a ""few days"" for companys to find your crap?! @HSBC_US_Help @AskCapitalOne ... #runaround",FALSE,0,NA,"2015-01-21 08:56:43",FALSE,NA,557748599095033856,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jamiefishback",0,FALSE,FALSE,NA,NA,"how is it in a digital era that it still takes a ""few days"" for companys to find your crap?! @HSBC_US_Help @AskCapitalOne ... #runaround",-1,0,0,"how is it in a digital era that it still takes a few days for companys to find your crap    runaround","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","1.03127774142571","0.445453222112551","2.31512017476245","positive"
"19087","@BofA_Help thank you BOA for doing what @HSBC_US @HSBC_US_Help did not do, in a respectful and pleasant manner #WhyDoIEvenBOTHERwithHSBC",FALSE,0,"BofA_Help","2015-01-12 13:06:09",FALSE,NA,554021397853667328,18735040,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BansiBans",0,FALSE,FALSE,NA,NA,"@BofA_Help thank you BOA for doing what @HSBC_US @HSBC_US_Help did not do, in a respectful and pleasant manner #WhyDoIEvenBOTHERwithHSBC",3,1,0," thank you boa for doing what   did not do in a respectful and pleasant manner whydoievenbotherwithhsbc","1.46871776464786","3.09234031207392","2.06783599555953","1.02547755260094","1.7277074477352","2.78695866252273","unknown","34.1148997549927","0.445453222112551","76.5846963530843","positive"
